PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,PreviousOwner,AdoptionLikelihood
Bird,Parakeet,47,White,Large,9.9784216074795,0,1,7,0,0
Rabbit,Rabbit,148,White,Large,10.2831940891711,0,0,77,0,0
Rabbit,Rabbit,19,Orange,Small,25.3122342174215,0,0,51,0,0
Dog,Labrador,157,Orange,Large,19.9726693619964,1,1,1,0,0
Cat,Persian,146,Orange,Small,8.98746720554471,1,1,13,1,0
Cat,Siamese,163,Brown,Medium,29.0644586851135,1,0,43,0,1
Cat,Siamese,171,Black,Large,10.3247131395383,1,0,27,0,0
Rabbit,Rabbit,126,Gray,Large,29.9487867490329,1,1,71,0,0
Bird,Parakeet,139,Brown,Large,29.8887471019376,0,0,3,0,0
Rabbit,Rabbit,49,Black,Medium,6.54510501465551,1,1,58,1,0
Cat,Persian,113,Black,Small,10.0694923694636,1,1,89,1,0
Rabbit,Rabbit,38,White,Medium,15.095281756055,0,0,17,0,0
Rabbit,Rabbit,64,White,Medium,20.2589194632888,0,1,45,0,0
Dog,Poodle,69,Brown,Large,16.3133760211102,1,0,78,1,0
Cat,Persian,136,White,Small,29.1138026048355,1,0,58,0,0
Bird,Parakeet,162,Black,Medium,21.9956857628351,1,0,56,1,1
Cat,Siamese,176,White,Large,7.14930063210626,1,1,54,0,0
Rabbit,Rabbit,116,Orange,Medium,4.04782895619551,1,0,87,0,1
Rabbit,Rabbit,65,White,Medium,20.9636374305713,0,0,88,1,0
Dog,Poodle,31,Black,Large,5.59512076524213,1,1,29,0,0
Bird,Parakeet,132,Brown,Large,23.8426283697369,1,0,54,0,0
Dog,Poodle,113,Gray,Small,10.0200633505498,1,0,27,0,0
Dog,Poodle,109,White,Medium,10.4799046286126,1,1,45,0,0
Dog,Labrador,178,Black,Large,1.31315337929585,1,0,87,1,1
Bird,Parakeet,69,Gray,Large,21.3293267457562,1,1,31,0,0
Dog,Poodle,158,Gray,Small,4.28482283887589,1,1,36,0,0
Cat,Siamese,120,Orange,Small,23.413536746442,1,0,81,1,0
Cat,Persian,88,Gray,Large,15.264166835599,1,0,61,0,0
Cat,Persian,67,Black,Small,23.7441146336825,0,0,37,0,0
Dog,Labrador,75,Black,Large,17.9338696367345,1,0,67,1,1
Cat,Siamese,45,White,Medium,3.39056488855073,1,0,36,1,1
Dog,Golden Retriever,4,White,Small,23.2039177644503,1,0,5,0,1
Cat,Persian,154,White,Medium,3.02418506194774,0,0,46,0,0
Rabbit,Rabbit,155,Gray,Medium,14.8823498965106,1,0,79,1,1
Dog,Poodle,174,Gray,Medium,5.99812721020394,1,0,52,1,1
Rabbit,Rabbit,107,Orange,Large,22.8177201613587,1,0,49,1,0
Dog,Poodle,51,White,Medium,27.4361456063777,1,0,6,0,1
Cat,Siamese,50,Brown,Medium,17.06965873739,1,0,10,0,1
Dog,Labrador,6,Orange,Medium,16.2872715346762,1,0,23,0,1
Cat,Persian,59,Brown,Large,23.1549326934429,1,0,17,1,0
Rabbit,Rabbit,125,Gray,Medium,1.14728557629609,1,0,84,1,1
Bird,Parakeet,143,Orange,Medium,27.6150006364197,0,1,44,0,0
Dog,Poodle,30,Orange,Small,6.72601569564282,0,0,41,0,0
Cat,Siamese,170,Black,Large,29.5394476309609,1,0,15,0,0
Bird,Parakeet,122,Gray,Medium,22.3513644908534,1,0,44,1,1
Dog,Golden Retriever,125,Gray,Small,23.4532832833195,1,0,58,0,0
Cat,Siamese,37,Orange,Large,20.0298864308346,0,0,86,0,0
Rabbit,Rabbit,170,Gray,Large,14.6782323007696,1,0,50,0,0
Cat,Persian,124,Orange,Large,17.5772031074738,1,0,52,0,0
Dog,Labrador,101,Black,Large,2.34568369443864,0,0,70,0,0
Dog,Golden Retriever,35,Orange,Large,19.0948257735284,1,1,68,1,0
Cat,Siamese,87,Gray,Large,19.1568449576244,1,0,63,1,0
Dog,Poodle,134,Gray,Medium,26.8448231246525,1,0,58,0,1
Dog,Poodle,18,Orange,Medium,15.6640343654764,1,1,23,0,1
Cat,Persian,113,Orange,Medium,3.23718684849577,1,0,44,1,1
Rabbit,Rabbit,29,Orange,Medium,9.87968169398036,0,0,83,0,0
Cat,Persian,77,White,Small,20.0132529513152,1,0,44,0,0
Cat,Siamese,59,Gray,Medium,7.93850701979245,0,0,52,1,0
Dog,Golden Retriever,175,Gray,Large,9.13530683380663,1,0,67,1,0
Dog,Golden Retriever,126,White,Medium,24.7936014744648,0,0,28,1,0
Cat,Siamese,145,Orange,Medium,17.9452722211186,1,0,67,0,1
Dog,Golden Retriever,109,Black,Large,15.7472955214336,1,0,78,0,0
Rabbit,Rabbit,22,Orange,Medium,10.2351070373683,0,0,18,0,1
Bird,Parakeet,68,Orange,Medium,22.196913042058,1,0,27,0,1
Rabbit,Rabbit,69,White,Medium,9.34383460021085,0,0,51,1,0
Rabbit,Rabbit,165,Gray,Small,22.3748420116811,1,0,60,0,0
Dog,Golden Retriever,49,Orange,Medium,3.03294292775582,1,0,74,1,1
Bird,Parakeet,141,Gray,Large,26.0716989058804,0,0,49,0,0
Rabbit,Rabbit,162,Brown,Large,15.4874274379021,0,0,15,0,0
Bird,Parakeet,109,Gray,Medium,13.7167324842701,1,0,83,1,1
Cat,Persian,86,Black,Medium,18.7196789347158,0,0,73,0,0
Bird,Parakeet,53,Black,Medium,19.1015701139918,1,0,68,0,1
Bird,Parakeet,123,Orange,Large,4.82902012980987,1,0,15,0,0
Rabbit,Rabbit,87,Gray,Large,22.9307741046702,1,0,51,0,0
Cat,Persian,179,Orange,Small,9.00192064055183,1,0,48,0,0
Dog,Labrador,131,White,Small,27.2438945249275,1,0,72,0,1
Cat,Persian,42,Black,Small,24.7176692390301,1,0,1,0,0
Bird,Parakeet,98,Orange,Large,11.0417152045077,0,0,7,1,0
Rabbit,Rabbit,160,White,Small,24.4244395028207,0,0,53,0,0
Bird,Parakeet,109,Orange,Medium,11.3353244796972,0,1,31,0,0
Bird,Parakeet,51,Gray,Medium,3.92748276744518,0,0,18,0,0
Rabbit,Rabbit,85,Gray,Large,28.8947589230455,0,0,12,0,0
Bird,Parakeet,174,Gray,Small,19.9254584412478,1,1,48,0,0
Dog,Poodle,127,Gray,Medium,14.2268862732152,1,0,30,0,1
Bird,Parakeet,21,Brown,Large,12.5354271944002,1,0,7,0,1
Dog,Golden Retriever,44,White,Small,10.4164546934897,0,0,3,1,0
Cat,Siamese,139,White,Medium,29.4619802674448,1,0,63,1,1
Cat,Persian,103,Gray,Small,4.90767068879632,1,0,6,1,0
Dog,Labrador,68,Brown,Large,10.1293467086965,1,0,15,0,1
Dog,Labrador,129,Gray,Small,15.0794315681972,1,0,71,0,1
Dog,Labrador,92,Brown,Large,14.861986806575,1,0,43,1,1
Dog,Golden Retriever,24,Gray,Small,14.6696280478275,1,0,81,0,0
Rabbit,Rabbit,125,Black,Medium,6.09773065908107,1,0,18,1,1
Cat,Siamese,141,Black,Large,5.20304328617552,0,1,22,0,0
Bird,Parakeet,111,Orange,Large,8.38826000352998,1,0,61,0,0
Bird,Parakeet,98,Gray,Large,27.5212584602596,1,1,61,1,0
Bird,Parakeet,139,White,Small,4.27853606720079,0,0,53,1,0
Cat,Siamese,179,Orange,Small,22.9653279978264,1,0,26,1,0
Rabbit,Rabbit,17,Black,Medium,22.9689034008678,1,0,40,1,1
Rabbit,Rabbit,99,Gray,Large,24.4833417130206,1,0,88,0,0
Bird,Parakeet,82,Orange,Large,26.7118491806913,0,1,8,0,0
Cat,Persian,104,Gray,Small,8.62804914862898,1,1,21,1,0
Cat,Persian,152,Black,Small,7.512224608798,1,0,43,0,0
Bird,Parakeet,19,Orange,Medium,14.4996643292969,1,0,21,0,1
Dog,Golden Retriever,165,Black,Medium,8.68758589380905,0,0,3,0,0
Bird,Parakeet,85,Brown,Small,22.2949896805101,1,1,31,0,0
Dog,Labrador,8,Black,Large,19.4422477255016,1,0,27,0,1
Dog,Poodle,28,Gray,Medium,26.3746429535269,1,0,27,0,1
Dog,Golden Retriever,5,White,Small,3.39941080112508,0,0,73,1,0
Dog,Golden Retriever,145,Black,Small,27.5374166673842,1,0,57,1,0
Rabbit,Rabbit,101,White,Large,9.5071101734326,1,1,33,0,0
Cat,Persian,164,Brown,Small,15.2301360318825,0,0,44,0,0
Rabbit,Rabbit,118,Orange,Small,13.7197316422497,1,0,43,0,0
Bird,Parakeet,147,Orange,Medium,23.0490378820283,1,0,31,0,1
Rabbit,Rabbit,64,White,Small,13.1896659735234,1,0,65,0,0
Bird,Parakeet,91,Orange,Small,28.3630412238329,1,0,84,0,0
Dog,Labrador,117,Black,Medium,27.1734825965187,0,0,76,0,1
Bird,Parakeet,98,White,Large,26.2926734071157,1,0,17,0,0
Dog,Poodle,11,Gray,Large,3.06649164679861,1,1,15,0,0
Rabbit,Rabbit,54,Black,Medium,25.7734837850642,1,0,34,0,1
Cat,Persian,173,Black,Medium,23.6674279178531,1,0,80,0,1
Dog,Poodle,47,Black,Large,4.0018754631778,0,0,4,0,0
Dog,Golden Retriever,140,Gray,Large,4.11501543765044,1,0,72,0,0
Bird,Parakeet,149,Brown,Large,3.93375053400869,1,0,89,1,0
Cat,Siamese,139,Orange,Large,1.32864520293014,1,1,79,0,0
Dog,Poodle,5,White,Large,16.9103948506429,1,0,28,1,1
Bird,Parakeet,20,Brown,Medium,29.2284344516453,1,0,73,0,1
Rabbit,Rabbit,169,White,Small,13.721856384094,0,0,2,1,0
Cat,Persian,46,Orange,Large,16.6819675547333,0,0,17,0,0
Bird,Parakeet,12,Gray,Large,29.0711241063287,0,0,58,1,0
Dog,Golden Retriever,70,Black,Small,8.40028463445269,1,0,74,0,0
Cat,Siamese,17,Black,Small,25.8956373253496,0,0,9,1,0
Cat,Persian,115,Gray,Small,16.8453235491403,0,0,31,0,0
Bird,Parakeet,147,Brown,Small,17.5148189252273,1,0,66,0,0
Cat,Siamese,154,Brown,Small,10.9520418590112,0,0,88,1,0
Dog,Golden Retriever,48,White,Small,17.2859464680403,1,0,62,0,0
Dog,Golden Retriever,108,Gray,Medium,3.12113277487023,1,0,19,1,1
Rabbit,Rabbit,52,Brown,Small,23.1746636058093,0,0,81,0,0
Rabbit,Rabbit,96,Gray,Small,9.25594508478388,1,1,74,0,0
Cat,Siamese,70,Orange,Medium,26.7406415553247,0,0,55,1,0
Bird,Parakeet,102,Black,Small,11.6676701436163,1,0,28,0,0
Dog,Poodle,75,Black,Large,5.1418992041196,1,0,50,0,0
Bird,Parakeet,161,Black,Large,21.1805656566861,0,1,65,1,0
Cat,Persian,151,Gray,Small,5.77276619669158,0,1,3,1,0
Bird,Parakeet,143,Gray,Medium,22.8567349507467,1,0,79,1,1
Bird,Parakeet,155,White,Large,29.0752548557774,0,0,52,0,0
Cat,Siamese,179,Black,Medium,23.6070331950626,0,1,10,0,0
Cat,Siamese,82,White,Large,1.65102820450842,1,0,21,0,0
Dog,Poodle,92,Black,Small,18.3966878535305,1,0,37,0,0
Bird,Parakeet,179,White,Medium,21.166909458122,1,1,15,1,0
Rabbit,Rabbit,175,White,Medium,24.9382914480923,1,0,87,0,1
Bird,Parakeet,4,Orange,Medium,2.624066959231,1,0,78,0,1
Rabbit,Rabbit,135,White,Large,14.9231270106163,0,1,79,0,0
Rabbit,Rabbit,109,Gray,Large,16.5257553065134,1,0,74,1,0
Dog,Poodle,163,White,Large,5.90462101668116,1,0,9,1,0
Bird,Parakeet,48,Black,Small,10.3510444816088,1,0,44,0,0
Dog,Golden Retriever,73,White,Large,13.7664300614288,1,0,39,0,0
Rabbit,Rabbit,72,Brown,Small,25.1630809507762,0,0,5,1,0
Cat,Siamese,116,Black,Medium,27.952819416036,0,0,25,0,0
Bird,Parakeet,173,Brown,Medium,19.2242620386125,1,0,56,0,1
Rabbit,Rabbit,81,Black,Small,12.4534103946224,1,1,64,0,0
Bird,Parakeet,81,Gray,Large,8.36689951617059,1,0,72,0,0
Bird,Parakeet,113,Gray,Small,29.4819203486484,0,0,86,0,0
Rabbit,Rabbit,96,Gray,Medium,29.5075799442144,1,0,52,1,1
Dog,Labrador,72,Brown,Medium,27.824331498816,1,0,89,0,1
Cat,Siamese,147,Orange,Small,23.7844053464568,1,0,76,0,0
Dog,Poodle,63,Black,Large,10.4476067686229,1,1,9,1,0
Dog,Labrador,38,Gray,Large,24.6930140214313,1,0,10,1,1
Cat,Persian,67,Black,Small,12.854997500864,0,0,10,0,0
Cat,Persian,69,Brown,Small,10.4764198464963,1,0,73,0,0
Bird,Parakeet,13,Orange,Large,22.6010953955221,1,0,62,0,1
Bird,Parakeet,175,Brown,Medium,3.30996390099226,0,0,60,0,0
Cat,Persian,31,Black,Small,2.40831897557419,0,0,19,0,0
Cat,Siamese,114,Orange,Large,13.9906572182544,1,0,38,0,0
Bird,Parakeet,22,Orange,Large,13.9235252238427,1,1,6,0,0
Dog,Labrador,93,Brown,Medium,26.9736804388512,1,0,15,0,1
Cat,Persian,171,Gray,Medium,4.65843979234669,0,0,47,0,0
Rabbit,Rabbit,67,Black,Medium,4.57523389611997,1,0,45,0,1
Bird,Parakeet,54,White,Medium,5.27612541377213,1,0,5,0,1
Bird,Parakeet,138,White,Medium,1.86235157754348,1,0,78,0,1
Bird,Parakeet,42,Brown,Small,3.08022039663234,1,0,53,0,0
Cat,Persian,64,Black,Large,20.1362261380421,1,0,66,0,0
Dog,Poodle,126,Black,Small,13.5159455444078,1,1,62,0,0
Dog,Labrador,21,Brown,Small,23.1444889455524,1,0,23,0,1
Cat,Siamese,169,Black,Small,29.7853338388681,1,0,44,0,0
Rabbit,Rabbit,152,Gray,Small,20.112005751871,1,1,52,1,0
Dog,Golden Retriever,35,Brown,Small,2.46321154798359,1,0,46,1,0
Dog,Poodle,30,Gray,Medium,4.0323230778759,1,0,19,0,1
Cat,Siamese,57,Black,Medium,26.5491184596265,1,1,88,1,0
Bird,Parakeet,47,Brown,Large,16.2973823921896,1,0,84,0,0
Bird,Parakeet,163,Black,Small,24.9202776224765,1,0,47,0,0
Rabbit,Rabbit,19,Brown,Large,25.8417577505229,1,0,52,1,1
Dog,Labrador,114,Black,Medium,27.9025617034861,1,0,24,0,1
Cat,Siamese,8,Gray,Medium,28.5450469591046,1,0,17,0,1
Bird,Parakeet,26,Gray,Medium,17.0899480985959,1,0,89,0,1
Dog,Poodle,113,Black,Small,10.889584995425,0,0,46,0,0
Rabbit,Rabbit,71,Brown,Small,28.894081356092,1,0,64,0,0
Cat,Persian,30,White,Medium,16.8747857740355,0,0,28,0,0
Rabbit,Rabbit,135,Gray,Large,2.86332896568372,0,1,50,0,0
Cat,Persian,67,Gray,Large,19.6405199517361,1,1,64,0,0
Dog,Labrador,65,White,Medium,18.0428577614553,0,0,28,0,1
Rabbit,Rabbit,36,Black,Large,26.9779933139465,1,1,86,1,0
Dog,Labrador,25,Brown,Medium,19.9424284855766,0,0,56,1,1
Cat,Siamese,37,Black,Large,11.122520309385,0,0,59,0,0
Dog,Golden Retriever,1,Orange,Medium,29.0205460454688,1,0,5,0,1
Dog,Labrador,143,Gray,Large,24.246965093479,1,0,54,1,1
Rabbit,Rabbit,37,Orange,Small,19.2821109330593,1,1,44,0,0
Rabbit,Rabbit,141,Gray,Medium,9.49483089869056,1,0,42,0,1
Rabbit,Rabbit,136,Gray,Medium,11.8326685931146,0,0,72,0,0
Bird,Parakeet,133,Orange,Large,20.429127798803,1,0,57,1,0
Cat,Siamese,128,Orange,Medium,3.08744373543633,1,0,47,0,1
Dog,Labrador,127,Black,Medium,8.44373715785764,1,0,76,0,1
Bird,Parakeet,1,Orange,Medium,21.7031270685013,1,1,25,0,1
Rabbit,Rabbit,164,Black,Small,14.920536785494,1,0,44,0,0
Cat,Siamese,35,Black,Small,12.6694133796185,1,0,15,0,0
Rabbit,Rabbit,104,Black,Large,5.39227104961202,1,0,51,0,0
Bird,Parakeet,23,Gray,Small,13.8136219998542,1,0,53,0,1
Cat,Persian,9,Gray,Large,23.3500671520468,1,0,34,0,1
Bird,Parakeet,34,Orange,Small,8.6563725360849,0,0,77,0,0
Cat,Siamese,174,Gray,Large,1.15655772332665,1,0,8,1,0
Cat,Siamese,128,Orange,Small,20.3866421333785,1,0,77,1,0
Bird,Parakeet,4,Gray,Small,29.206171528544,1,1,70,0,0
Rabbit,Rabbit,158,Brown,Large,18.5979703440689,1,0,21,0,0
Rabbit,Rabbit,102,Brown,Medium,4.47773390888677,0,0,7,0,0
Bird,Parakeet,75,Orange,Medium,10.3012596779955,1,1,79,0,0
Rabbit,Rabbit,99,Gray,Small,26.1616068268865,1,0,56,1,0
Rabbit,Rabbit,72,Gray,Large,7.74447415344803,0,0,49,0,0
Dog,Golden Retriever,3,Black,Medium,18.6231812014306,1,0,42,0,1
Cat,Siamese,142,White,Large,12.6774650393659,1,0,23,1,0
Bird,Parakeet,173,Orange,Medium,7.02746792116982,1,0,52,1,1
Dog,Poodle,34,White,Large,24.5887999133757,1,0,79,0,0
Cat,Siamese,45,White,Small,22.542107017505,1,1,53,0,0
Cat,Siamese,61,Orange,Large,20.1861409128187,0,1,16,0,0
Cat,Siamese,83,Gray,Medium,7.85376111779379,1,0,37,1,1
Dog,Poodle,123,Orange,Small,3.83785307877705,1,0,18,1,0
Bird,Parakeet,102,White,Large,17.708620564953,0,1,20,0,0
Rabbit,Rabbit,16,Gray,Medium,17.0566571726436,1,0,46,0,1
Cat,Siamese,66,Brown,Small,6.46316527071132,1,0,2,0,0
Dog,Poodle,168,Orange,Large,2.63115413514,1,0,87,0,0
Bird,Parakeet,145,Orange,Medium,3.34054517162559,1,1,63,0,0
Bird,Parakeet,119,Gray,Large,29.7903586088693,1,0,3,0,0
Dog,Labrador,162,Brown,Large,23.7239329475436,1,0,46,0,1
Bird,Parakeet,124,Brown,Small,27.73763680299,1,0,49,1,0
Rabbit,Rabbit,144,Gray,Small,6.65658694485454,0,1,1,0,0
Cat,Siamese,102,Black,Medium,28.8564875533796,1,0,22,0,1
Dog,Golden Retriever,66,Orange,Small,5.1369761927217,1,0,14,0,0
Cat,Siamese,13,Orange,Medium,15.7633730284277,1,0,85,1,1
Cat,Persian,111,White,Large,25.0611748480949,1,0,45,0,0
Cat,Siamese,159,Gray,Large,11.1442972808358,1,0,6,1,0
Rabbit,Rabbit,34,White,Medium,13.3200274621301,1,1,65,0,0
Bird,Parakeet,39,White,Large,4.71736819867384,0,0,21,1,0
Rabbit,Rabbit,136,Brown,Small,4.56473451997021,1,0,4,1,0
Bird,Parakeet,120,Orange,Large,18.9674785185811,0,0,3,0,0
Cat,Siamese,126,White,Small,20.5904386899816,1,0,30,1,0
Rabbit,Rabbit,55,Brown,Medium,23.5426429083836,1,0,31,0,1
Dog,Golden Retriever,27,Gray,Medium,17.1437795277709,1,0,34,0,1
Dog,Labrador,118,White,Large,19.7270194755779,0,1,83,0,0
Rabbit,Rabbit,53,Orange,Large,1.39200087929188,1,0,20,0,0
Cat,Siamese,39,White,Small,5.70295108697845,0,0,87,1,0
Cat,Siamese,65,Gray,Small,29.5625282144902,0,0,54,1,0
Dog,Golden Retriever,145,White,Large,3.20381168315912,1,0,25,0,0
Bird,Parakeet,158,Orange,Large,20.6848584455471,1,0,15,0,0
Rabbit,Rabbit,13,Brown,Medium,6.10639635791977,0,0,38,0,1
Dog,Labrador,21,Orange,Medium,21.7848389872616,0,0,23,0,1
Bird,Parakeet,147,Brown,Medium,21.4737216858978,1,0,52,0,1
Dog,Poodle,53,Black,Large,7.79177273385462,1,0,66,1,0
Rabbit,Rabbit,19,Orange,Large,8.81939757735692,0,0,57,0,0
Cat,Siamese,57,Orange,Large,19.9883506944606,1,0,57,0,0
Bird,Parakeet,25,Gray,Medium,12.3124951246262,1,1,79,1,0
Rabbit,Rabbit,31,White,Large,6.64189112129743,1,0,52,0,0
Dog,Labrador,81,Brown,Small,22.218708364837,1,1,35,0,0
Bird,Parakeet,23,Brown,Large,5.47027820575369,0,0,74,0,0
Bird,Parakeet,32,Gray,Large,25.8136662602035,1,0,14,0,0
Cat,Persian,74,Gray,Large,15.925416197503,1,0,14,1,0
Rabbit,Rabbit,10,White,Large,4.06531751249972,1,0,33,0,1
Bird,Parakeet,54,White,Large,21.1280976723985,1,0,52,0,0
Cat,Persian,52,Orange,Small,16.0557281476617,1,0,1,0,0
Bird,Parakeet,148,Black,Small,9.64366958204948,0,0,34,0,0
Dog,Poodle,160,White,Large,13.2536420264918,0,0,19,1,0
Cat,Persian,114,Gray,Medium,9.65179456403746,0,0,24,1,0
Dog,Labrador,14,White,Large,8.62774923654074,1,1,4,1,1
Rabbit,Rabbit,178,Brown,Large,5.74464420446765,1,0,36,0,0
Dog,Labrador,156,Black,Large,11.5202468609868,1,0,77,0,1
Dog,Poodle,110,Orange,Medium,8.27862898316605,0,0,58,0,0
Rabbit,Rabbit,53,Brown,Medium,20.8196001245636,1,1,32,0,0
Dog,Poodle,152,Brown,Medium,20.8324254937359,1,0,9,0,1
Dog,Golden Retriever,79,Black,Small,15.5533670341135,1,0,80,0,0
Cat,Siamese,22,Orange,Medium,23.5603912966393,1,0,67,1,1
Rabbit,Rabbit,30,Gray,Small,25.3988518511754,0,0,20,0,0
Rabbit,Rabbit,4,Orange,Small,17.8132272655939,1,0,74,0,1
Cat,Persian,59,White,Medium,18.9491197201396,1,0,62,0,1
Bird,Parakeet,8,Brown,Medium,9.20369138380459,0,1,58,0,0
Dog,Labrador,12,White,Medium,26.9512068204601,1,1,22,0,1
Dog,Poodle,119,Gray,Small,1.70197528825337,0,0,67,0,0
Rabbit,Rabbit,159,White,Large,11.1094716138425,1,1,75,0,0
Bird,Parakeet,34,Orange,Medium,21.9322122249458,1,0,89,0,1
Rabbit,Rabbit,82,White,Medium,3.32259578046368,0,1,48,1,0
Rabbit,Rabbit,98,Gray,Medium,6.31191629542049,1,0,8,0,1
Rabbit,Rabbit,127,Gray,Small,18.0892861080227,1,0,73,0,0
Dog,Golden Retriever,75,Gray,Small,17.2398164724432,0,1,15,0,0
Bird,Parakeet,105,Orange,Large,22.4289205877977,1,1,32,0,0
Rabbit,Rabbit,49,Gray,Medium,24.565766533557,0,0,53,1,0
Dog,Labrador,79,Brown,Small,4.72880777683841,1,0,67,0,1
Bird,Parakeet,93,Gray,Large,1.53304870348202,0,0,4,0,0
Dog,Labrador,154,White,Medium,20.9995170701083,0,1,30,1,0
Dog,Poodle,18,White,Small,9.74036207722442,0,0,13,0,0
Rabbit,Rabbit,96,White,Medium,19.1535335036207,0,0,21,0,0
Bird,Parakeet,38,Orange,Medium,5.36579305380452,1,0,41,0,1
Bird,Parakeet,87,White,Small,14.6021613533129,0,0,19,0,0
Cat,Persian,88,Orange,Small,15.6283176358397,1,0,48,1,0
Bird,Parakeet,50,Orange,Small,17.9672566748233,0,0,86,0,0
Dog,Golden Retriever,8,Gray,Medium,15.8819304735864,0,0,63,0,1
Dog,Poodle,169,Brown,Medium,15.3750323366327,1,0,20,0,1
Dog,Golden Retriever,134,Gray,Large,10.6492904655318,1,0,64,0,0
Bird,Parakeet,69,Gray,Medium,3.0642268532245,1,0,37,0,1
Bird,Parakeet,172,Orange,Small,3.59608570710843,1,0,31,0,0
Cat,Persian,121,Orange,Medium,13.5795699578075,0,0,74,0,0
Rabbit,Rabbit,64,White,Large,11.3180007068088,1,0,18,0,0
Bird,Parakeet,157,White,Large,15.9679093355604,0,0,20,1,0
Dog,Poodle,156,Gray,Small,9.84030690843174,0,0,82,0,0
Bird,Parakeet,139,Black,Small,20.9493926522044,1,0,11,0,0
Bird,Parakeet,121,Black,Large,26.0546898382758,1,0,86,0,0
Cat,Persian,65,White,Large,9.66703247481916,1,0,44,1,0
Cat,Persian,107,Black,Large,6.59653623023183,0,1,82,1,0
Dog,Labrador,147,White,Small,4.36923665336859,1,0,64,1,1
Rabbit,Rabbit,137,Orange,Large,18.8713671765536,1,1,34,0,0
Bird,Parakeet,155,Gray,Large,13.8718237430765,1,0,87,1,0
Cat,Persian,162,Brown,Small,6.45245579869238,0,1,65,0,0
Dog,Poodle,172,Gray,Medium,19.9409652654638,0,0,55,0,0
Bird,Parakeet,100,White,Medium,5.30601230715325,1,0,74,0,1
Dog,Labrador,82,White,Large,17.0747204695906,1,1,1,1,0
Dog,Golden Retriever,143,Gray,Medium,16.2873030671327,1,0,38,1,1
Cat,Persian,51,White,Medium,22.2926062343964,1,0,9,1,1
Rabbit,Rabbit,141,Black,Medium,2.59817955827934,0,0,71,1,0
Rabbit,Rabbit,83,Black,Medium,26.7483150236886,1,1,17,0,0
Dog,Golden Retriever,177,White,Large,21.3867600582578,1,0,52,0,0
Rabbit,Rabbit,112,White,Medium,7.2676539521141,0,0,18,0,0
Cat,Siamese,56,Black,Medium,6.31875510968245,0,0,63,1,0
Cat,Siamese,179,White,Small,13.5181462101697,1,0,33,0,0
Cat,Siamese,165,White,Large,24.7093945567933,1,0,4,1,0
Rabbit,Rabbit,145,Gray,Small,25.4455498010341,1,0,87,0,0
Cat,Siamese,157,Brown,Small,16.0932266720421,0,1,75,0,0
Rabbit,Rabbit,161,Black,Large,25.9635150179154,1,0,52,0,0
Rabbit,Rabbit,60,Gray,Medium,1.15786756655903,0,0,9,0,0
Bird,Parakeet,120,Brown,Small,2.0200643144163,1,0,64,1,0
Cat,Siamese,138,White,Large,27.4428262154655,1,0,30,0,0
Dog,Poodle,175,White,Medium,23.4846259666916,0,0,8,0,0
Rabbit,Rabbit,23,Gray,Large,14.0704756892612,0,0,5,0,0
Rabbit,Rabbit,149,White,Small,22.8546938128616,1,0,76,0,0
Rabbit,Rabbit,13,Orange,Medium,28.7135443899792,1,0,63,0,1
Rabbit,Rabbit,101,Gray,Medium,23.3905961925573,0,0,1,0,0
Cat,Persian,161,Brown,Large,25.4287686807313,1,0,15,1,0
Bird,Parakeet,24,Gray,Medium,23.0575908603118,1,0,89,0,1
Rabbit,Rabbit,108,Black,Small,5.87812168057271,0,0,82,0,0
Dog,Poodle,11,Gray,Small,25.1736491797264,1,0,38,0,1
Dog,Poodle,17,White,Small,6.65815578070209,1,0,42,0,1
Cat,Siamese,175,White,Large,26.8857285132803,1,1,46,0,0
Cat,Persian,25,Orange,Medium,14.3008470443512,1,0,53,0,1
Rabbit,Rabbit,94,Orange,Medium,20.6323258170198,0,0,26,0,0
Bird,Parakeet,21,Orange,Medium,15.4199845885387,1,0,61,0,1
Cat,Persian,84,Brown,Small,3.72573695308146,1,1,67,0,0
Cat,Persian,140,Orange,Medium,9.43094692099929,1,0,54,1,1
Bird,Parakeet,37,Brown,Small,29.5282237659132,1,1,22,1,0
Dog,Golden Retriever,42,Orange,Medium,28.8607277984247,0,0,26,0,0
Bird,Parakeet,145,Brown,Small,10.2941200320109,1,1,83,0,0
Rabbit,Rabbit,101,Gray,Medium,29.8926073231115,1,0,60,0,1
Dog,Golden Retriever,48,Gray,Large,25.5209846694101,0,0,39,0,0
Dog,Golden Retriever,103,White,Large,18.7178254835354,1,0,36,1,0
Dog,Poodle,28,Brown,Small,2.16361398756928,1,1,21,1,0
Bird,Parakeet,41,Black,Small,27.141958056613,1,0,41,0,0
Bird,Parakeet,99,White,Medium,17.1654490986653,0,0,48,0,0
Rabbit,Rabbit,47,Gray,Medium,26.1858083848803,0,0,26,0,0
Bird,Parakeet,146,Brown,Large,25.1984444772665,1,0,63,0,0
Bird,Parakeet,105,Orange,Medium,25.1571802408315,1,0,77,1,1
Cat,Siamese,124,Black,Small,21.2470419607322,1,0,36,0,0
Cat,Persian,13,Gray,Small,9.45103902160541,1,0,24,0,1
Cat,Persian,141,White,Small,10.7486474745911,0,1,21,0,0
Dog,Labrador,100,Brown,Small,9.9456071648979,1,0,18,0,1
Bird,Parakeet,31,Black,Small,1.58133398644438,1,0,15,0,0
